Tweet ID,User Name,Text,Created At,Hashtags Count,Reply Count,User Followers,User Following,User Verified,Retweets,Likes,Replies,Quotes,Community Notice,Full Text,Place,View Count,Is The Tweet Is a Quote
1906002019619414282,BTS Charts Daily,"#Jungkook got his new Spotify plaques of 1 BILLION streams for ""Standing Next To You"" and ""Left and Right""

CONGRATULATIONS JUNGKOOK https://t.co/FoVUzQI3lI",Sat Mar 29 15:14:27 +0000 2025,1,1,928352,88,False,838,2973,1,85,,"#Jungkook got his new Spotify plaques of 1 BILLION streams for ""Standing Next To You"" and ""Left and Right""

CONGRATULATIONS JUNGKOOK https://t.co/FoVUzQI3lI",,64982,False
1904926154827428338,sophie,"bts owning the most iconic dance practice in history

 https://t.co/crBYlN2uBR",Wed Mar 26 15:59:21 +0000 2025,0,17,18280,4815,False,2443,12546,17,52,,"bts owning the most iconic dance practice in history

 https://t.co/crBYlN2uBR",,146206,True
1905250898697478161,lala⁷ ʙᴛꜱ ʏᴇᴀʀ ✿,this edit of when life gives you tangerines with life goes on by bts 😭 https://t.co/zleki5PJe7,Thu Mar 27 13:29:46 +0000 2025,0,42,14653,2591,False,2946,13069,42,175,,this edit of when life gives you tangerines with life goes on by bts 😭 https://t.co/zleki5PJe7,,187934,False
1904932308345356494,SHAFZ ⁷ BTS YEAR 🌟,"Not MONA LISA coming out of the frame to do the dance challenge 💀 😭 
Not a single normal bone in this fandom (and I love it! ) https://t.co/KQEr03GPuk",Wed Mar 26 16:23:48 +0000 2025,0,31,7657,794,False,2183,10341,31,122,,"Not MONA LISA coming out of the frame to do the dance challenge 💀 😭 
Not a single normal bone in this fandom (and I love it! ) https://t.co/KQEr03GPuk",,133153,False
1905275717320921569,𖥻afrin⁷ samie’s | BTS YEAR ♡,"“Autotune was invented in 1997”

Artists before 1997: https://t.co/Pok8uaT0LG",Thu Mar 27 15:08:23 +0000 2025,0,4,16564,4185,False,921,4739,4,7,,"“Autotune was invented in 1997”

Artists before 1997: https://t.co/Pok8uaT0LG",,36901,False
1905735567104733444,젠바🙈💕,Jennie IG update 🩵 @Blackpink https://t.co/fB6a6hivGV,Fri Mar 28 21:35:40 +0000 2025,0,2,387687,60,False,444,2035,2,2,,Jennie IG update 🩵 @Blackpink https://t.co/fB6a6hivGV,,36917,False
1905761181119451268,blackpink,HER VOICE?? OBSESSED https://t.co/VQppQAzKwO,Fri Mar 28 23:17:27 +0000 2025,0,5,310909,48,False,625,2885,5,8,,HER VOICE?? OBSESSED https://t.co/VQppQAzKwO,,24583,False
1905650546813329793,.,Is it a mental illness or something? Blinks keeps harassing Nayeon ☠️ gg stan is crazy 😭 https://t.co/I3hfMmrHyv,Fri Mar 28 15:57:50 +0000 2025,0,59,2633,35,False,273,3849,59,71,,Is it a mental illness or something? Blinks keeps harassing Nayeon ☠️ gg stan is crazy 😭 https://t.co/I3hfMmrHyv,,78203,False
1905735402578977279,젠바🙈💕,Jennie IG update 🩵 @Blackpink https://t.co/9unkYg5jSZ,Fri Mar 28 21:35:01 +0000 2025,0,0,387687,60,False,155,704,0,0,,Jennie IG update 🩵 @Blackpink https://t.co/9unkYg5jSZ,,15745,False
1905657646507868615,Pop Core,"BLACKPINK has regained its position as the female group with the most monthly listeners on Spotify, achieving this feat without releasing new music since 2022. https://t.co/I23dvyNIt0",Fri Mar 28 16:26:02 +0000 2025,0,23,34295,3037,False,1029,7279,23,61,,"BLACKPINK has regained its position as the female group with the most monthly listeners on Spotify, achieving this feat without releasing new music since 2022. https://t.co/I23dvyNIt0",,110551,False
1906026163493015616,Phoebe Ahn,"For all the Blackpink stans, he doesn't dislike Jennie. It's bc the choreographer of the Like Jennie mv previously plagerized Ateez's choreography from Say My Name. It's only recently that other people even acknowledged that it was stolen since their driving dance move went viral",Sat Mar 29 16:50:24 +0000 2025,0,6,1628,122,False,845,3093,6,75,,"For all the Blackpink stans, he doesn't dislike Jennie. It's bc the choreographer of the Like Jennie mv previously plagerized Ateez's choreography from Say My Name. It's only recently that other people even acknowledged that it was stolen since their driving dance move went viral (New Thang challenge). 

TRANSL: Ah I won't do the Like Jennie (dance challenge)
Aren't you an Atiny?",,77939,True
1905435771353338029,👨🏽‍💻,"why everybody and their mamas became a blackpink solo stan
https://t.co/w2rw7qcXJU",Fri Mar 28 01:44:23 +0000 2025,0,42,6361,2015,False,199,4601,42,76,,"why everybody and their mamas became a blackpink solo stan
https://t.co/w2rw7qcXJU",,125650,False
1905326694954607045,🕸️,"5. blackpink fans are playing the role of feminism for 4 women here but they made slvtshaming for many female idols like aespa, twice, newjeans and model alissa shin( as physical) https://t.co/Bzcyot7s9S",Thu Mar 27 18:30:57 +0000 2025,0,1,430,621,False,119,1465,1,0,,"5. blackpink fans are playing the role of feminism for 4 women here but they made slvtshaming for many female idols like aespa, twice, newjeans and model alissa shin( as physical) https://t.co/Bzcyot7s9S",,32095,False
1905625764416086502,혁,which of the blackpink members’ possessed him omg he ate so bad 😭 https://t.co/GGtPlS7MRn,Fri Mar 28 14:19:21 +0000 2025,0,19,1593,403,False,702,2614,19,110,,which of the blackpink members’ possessed him omg he ate so bad 😭 https://t.co/GGtPlS7MRn,,60871,False
1904921865505955966,blackpink,CHAELISA https://t.co/5gCX4Kxed6,Wed Mar 26 15:42:19 +0000 2025,0,79,310909,48,False,4017,21789,79,349,,CHAELISA https://t.co/5gCX4Kxed6,,357106,False
1905928082227183938,KPOP VOTING FAIRY 🦋,"✨ MCOUNTDOWN GIVEAWAYS ✨

🏆50 VOTES
RULES :

- JHOPE - LIKE 1500
- JENNIE - RT 1500

Who will win? 

- Follow @KpopVoteFairy
- RT pinned Tweet

Sales: 2,000 votes per day =  $50

Good luck 🧚‍♀️
 #JHOPE #JENNIE #BTS #BLACKPINK #MCOUNTDOWN #KPOP https://t.co/nUHzwkXUOj",Sat Mar 29 10:20:39 +0000 2025,6,62,12545,40,False,183,358,62,15,,"✨ MCOUNTDOWN GIVEAWAYS ✨

🏆50 VOTES
RULES :

- JHOPE - LIKE 1500
- JENNIE - RT 1500

Who will win? 

- Follow @KpopVoteFairy
- RT pinned Tweet

Sales: 2,000 votes per day =  $50

Good luck 🧚‍♀️
 #JHOPE #JENNIE #BTS #BLACKPINK #MCOUNTDOWN #KPOP https://t.co/nUHzwkXUOj",,5667,False
1905078943931330570,blackpink,SHE IS THE MOMENT https://t.co/SOfFuBBENT,Thu Mar 27 02:06:29 +0000 2025,0,12,310909,48,False,1114,7393,12,22,,SHE IS THE MOMENT https://t.co/SOfFuBBENT,,122302,False
1905792884437115126,Idol Royalty,"#LISA from #BLACKPINK through her Instagram account sends her support and prayers to Thailand, due to the strong earthquake that shook mainly #Myanmar, #India, #Laos, #Thailand, #China and #Bangladesh

Our prayers to our fellow countries, Idol Royalty joins in the social support. https://t.co/45krc511Nm",Sat Mar 29 01:23:26 +0000 2025,8,4,11453,2,False,307,1212,4,2,,"#LISA from #BLACKPINK through her Instagram account sends her support and prayers to Thailand, due to the strong earthquake that shook mainly #Myanmar, #India, #Laos, #Thailand, #China and #Bangladesh

Our prayers to our fellow countries, Idol Royalty joins in the social support. https://t.co/45krc511Nm",,12487,False
1904896280054423972,blackpink,"HAPPY LISA DAY

OUR ICON LISA DAY
#28ToForeverWithLALISA
 https://t.co/6Ck9SRweyL",Wed Mar 26 14:00:39 +0000 2025,1,496,310909,48,False,2436,6220,496,28,,"HAPPY LISA DAY

OUR ICON LISA DAY
#28ToForeverWithLALISA
 https://t.co/6Ck9SRweyL",,94088,False
1905316907944677538,🌟,Blackpink fans. @jennierubyjane this is your influence? https://t.co/DaN9XSnuH4,Thu Mar 27 17:52:04 +0000 2025,0,37,2408,181,False,426,5630,37,19,,Blackpink fans. @jennierubyjane this is your influence? https://t.co/DaN9XSnuH4,,90419,False
1905341373177352458,DrD,"Jennie Kim from blackpink was caught following G-dragon ,her rumored bf , his brand and their shippers accs !!!

The couple was reported earlier by DISPATCH with most of their dates at his penthouse !!
It is also said that their relationship is an open secret within YGE . https://t.co/v6r3eTM1Kt",Thu Mar 27 19:29:17 +0000 2025,0,1,4271,2543,False,17,282,1,2,,"Jennie Kim from blackpink was caught following G-dragon ,her rumored bf , his brand and their shippers accs !!!

The couple was reported earlier by DISPATCH with most of their dates at his penthouse !!
It is also said that their relationship is an open secret within YGE . https://t.co/v6r3eTM1Kt",,5871,True
1904468326811926928,billboard SKZ,"#StrayKids is now officially the third most-subscribed Korean/K-Pop act on Youtube, only after BLACKPINK and BTS, surpassing PSY.

@Stray_Kids #스트레이키즈 https://t.co/huN1VqIDjf",Tue Mar 25 09:40:07 +0000 2025,2,10,123701,42,False,1077,4779,10,30,,"#StrayKids is now officially the third most-subscribed Korean/K-Pop act on Youtube, only after BLACKPINK and BTS, surpassing PSY.

@Stray_Kids #스트레이키즈 https://t.co/huN1VqIDjf",,36431,False
1905976984812863758,blackpink,OH MY GOD https://t.co/CAA509iM4m,Sat Mar 29 13:34:59 +0000 2025,0,9,310909,48,False,283,1610,9,7,,OH MY GOD https://t.co/CAA509iM4m,,12421,False
1904884743889687004,blackpink on repeat.,"the choreography isnt even feminine so why is he trying SO hard to make it look masculine? 💀

https://t.co/qs6jrS6WO7",Wed Mar 26 13:14:48 +0000 2025,0,122,13091,969,False,151,4970,122,209,,"the choreography isnt even feminine so why is he trying SO hard to make it look masculine? 💀

https://t.co/qs6jrS6WO7",,291120,False
1905560512206962770,EXO,"I'm all set
 
#KAI #카이
#EXO #엑소 #weareoneEXO https://t.co/8DnQHdqJ7B",Fri Mar 28 10:00:04 +0000 2025,5,247,14097179,4,False,17667,49009,247,1363,,"I'm all set
 
#KAI #카이
#EXO #엑소 #weareoneEXO https://t.co/8DnQHdqJ7B",,583019,False
1905905213338194299,About Music,EXO's Baekhyun has donated 200 million won to help with the wildfire damages. https://t.co/5ipcQTAiwN,Sat Mar 29 08:49:47 +0000 2025,0,27,301753,426,False,1708,7135,27,62,,EXO's Baekhyun has donated 200 million won to help with the wildfire damages. https://t.co/5ipcQTAiwN,,87826,False
1904858370739253542,About Music,"10 years ago today, EXO released 'Call Me Baby'.
https://t.co/nWGglN7jNx",Wed Mar 26 11:30:00 +0000 2025,0,135,301753,426,False,11257,33884,135,4832,,"10 years ago today, EXO released 'Call Me Baby'.
https://t.co/nWGglN7jNx",,3748079,False
1904549964337828318,Kpop Charts,Happy 35th birthday to XIUMIN of EXO! https://t.co/vqbmQrNLi4,Tue Mar 25 15:04:30 +0000 2025,0,88,677960,79,False,3893,13453,88,359,,Happy 35th birthday to XIUMIN of EXO! https://t.co/vqbmQrNLi4,,208728,False
1904526181103288574,About Music,"EXO's Sehun for Sense Magazine, 2023. https://t.co/8dLFVlaT8t",Tue Mar 25 13:30:00 +0000 2025,0,15,301753,426,False,1712,8187,15,93,,"EXO's Sehun for Sense Magazine, 2023. https://t.co/8dLFVlaT8t",,115351,False
1905724073952559144,👸🏻,“knets discuss exo members not donating to the wild fires” https://t.co/U4FkZzdw4j,Fri Mar 28 20:50:00 +0000 2025,0,14,1704,641,False,960,8871,14,22,,“knets discuss exo members not donating to the wild fires” https://t.co/U4FkZzdw4j,,152047,True
1904746257530175636,(𝒳)⁰² “يوهان 🐣🪖,"Do you miss EXO so much that your heart hurts ?????!????????!!!!!!!????????

 https://t.co/nBHdYKNxRE",Wed Mar 26 04:04:30 +0000 2025,0,31,23430,214,False,2108,5887,31,129,,"Do you miss EXO so much that your heart hurts ?????!????????!!!!!!!????????

 https://t.co/nBHdYKNxRE",,64145,False
1905934033248264525,𝙉𝘪𝘨𝘩𝘵 𝙍𝘢𝘪𝘯☔,#EXO : THE MOST CUTEST BOYS TO EVER EXIST 🥹🐭 https://t.co/tU2A8u035s,Sat Mar 29 10:44:18 +0000 2025,1,0,8128,7601,False,485,1334,0,13,,#EXO : THE MOST CUTEST BOYS TO EVER EXIST 🥹🐭 https://t.co/tU2A8u035s,,15961,False
1905560516594147534,EXO,"I'm all set
 
#KAI #카이
#EXO #엑소 #weareoneEXO https://t.co/4sH9mVBqSY",Fri Mar 28 10:00:05 +0000 2025,5,27,14097179,4,False,5130,8562,27,120,,"I'm all set
 
#KAI #카이
#EXO #엑소 #weareoneEXO https://t.co/4sH9mVBqSY",,140096,False
1905825462556758148,cay,cus they know that exo will always be the more talented and better group https://t.co/lMQswURBJE,Sat Mar 29 03:32:53 +0000 2025,0,3,2329,1790,False,31,479,3,0,,cus they know that exo will always be the more talented and better group https://t.co/lMQswURBJE,,6133,True
1904346815128121695,Glitter Magazine,Chanyeol of EXO donates 30 million won to Animal Freedom Solidarity on International Puppy Day. 🐾💙 https://t.co/ROctxphH0G,Tue Mar 25 01:37:16 +0000 2025,0,3,34554,21651,False,218,699,3,3,,Chanyeol of EXO donates 30 million won to Animal Freedom Solidarity on International Puppy Day. 🐾💙 https://t.co/ROctxphH0G,,6700,False
1905711306549936397,Stray Kids Chart Data,"Stray Kids joins BIGBANG, EXO and BTS as the only K-Pop Boy Groups to have at least 7 MVs with 200M views on YouTube!

CASE 143 ATTRACTED 200M VIEWS
#CASE143_200MOnYoutube @Stray_Kids https://t.co/9JPUnU5xrK",Fri Mar 28 19:59:16 +0000 2025,1,8,304277,119,False,346,1847,8,10,,"Stray Kids joins BIGBANG, EXO and BTS as the only K-Pop Boy Groups to have at least 7 MVs with 200M views on YouTube!

CASE 143 ATTRACTED 200M VIEWS
#CASE143_200MOnYoutube @Stray_Kids https://t.co/9JPUnU5xrK",,16028,False
1904180358142394402,ten,"gunil said when they were trainees, there were monthly evaluations and the band team was told to try dancing. they practiced and prepared a mashup of skz's miroh and exo's love shot but the event was cancelled because of covid. gunil said he learned from ode at that time~ https://t.co/WIUTTGWL36",Mon Mar 24 14:35:49 +0000 2025,0,2,21180,922,False,78,913,2,15,,"gunil said when they were trainees, there were monthly evaluations and the band team was told to try dancing. they practiced and prepared a mashup of skz's miroh and exo's love shot but the event was cancelled because of covid. gunil said he learned from ode at that time~ https://t.co/WIUTTGWL36",,22334,False
1904905382058971181,˚ʚ♡ɞ˚,every member flew to a different part of the world and if you rearrange the first letter of each city they went to it spells out CALL ME BABY and if you look at their locations on the map it shows the exo logo….. oh exodus there will NEVER be another era like you https://t.co/XvU1EJlbaI,Wed Mar 26 14:36:49 +0000 2025,0,17,3079,494,False,4006,13360,17,477,,every member flew to a different part of the world and if you rearrange the first letter of each city they went to it spells out CALL ME BABY and if you look at their locations on the map it shows the exo logo….. oh exodus there will NEVER be another era like you https://t.co/XvU1EJlbaI,,189872,False
1905656211388727568,rose | #thefirstfruit,‼️BREAKING NEWS‼️ K-POP GROUP EXO JUST ANNOUNCED THEYRE PLANNING TO RELEASE ABSOLUTELY NOTHING https://t.co/8W2ijATwt9,Fri Mar 28 16:20:20 +0000 2025,0,21,588,598,False,37,214,21,9,,‼️BREAKING NEWS‼️ K-POP GROUP EXO JUST ANNOUNCED THEYRE PLANNING TO RELEASE ABSOLUTELY NOTHING https://t.co/8W2ijATwt9,,3191,False
1904943967680274610,EXO DATA,"10 years ago today, EXO released 'Call Me Baby'. https://t.co/HbbukHmfCX",Wed Mar 26 17:10:08 +0000 2025,0,1,1922,10,False,1031,4202,1,119,,"10 years ago today, EXO released 'Call Me Baby'. https://t.co/HbbukHmfCX",,62303,False
1905237367113339043,EXO Charts,"KAI will perform on M COUNTDOWN next week! (@weareoneEXO) 
https://t.co/SZlAtawSN8",Thu Mar 27 12:36:00 +0000 2025,0,1,31352,95,False,152,602,1,8,,"KAI will perform on M COUNTDOWN next week! (@weareoneEXO) 
https://t.co/SZlAtawSN8",,5881,False
1904449686922318304,Namaste Hallyu,"SM SMile announced that EXO's Chanyeol had made a heartfelt donation of 30 million won to the Korean Animal Welfare Association, celebrating International Puppy Day.

@weareoneEXO 

#CHANYEOL #EXO #InternationalPuppyDay https://t.co/tQkUuVPgPk",Tue Mar 25 08:26:02 +0000 2025,3,3,471,512,False,125,316,3,2,,"SM SMile announced that EXO's Chanyeol had made a heartfelt donation of 30 million won to the Korean Animal Welfare Association, celebrating International Puppy Day.

@weareoneEXO 

#CHANYEOL #EXO #InternationalPuppyDay https://t.co/tQkUuVPgPk",,3262,False
1903824063212220895,TWICE,"Happy Birthday MINA

#HappyMINAday https://t.co/dZcKzN8Fpa",Sun Mar 23 15:00:02 +0000 2025,1,2041,12271326,43,False,24712,76165,2041,3032,,"Happy Birthday MINA

#HappyMINAday https://t.co/dZcKzN8Fpa",,1979137,False
1822921313033638090,Stray Kids,"아이엔의 #ChkChkBoom Challenge 🎯 w/ #TWICE #트와이스 #MOMO #모모 선배님!✨

🎱 https://t.co/2uKokH26ur

#StrayKids #스트레이키즈
#아이엔 #I_N
#ATE
#ChkChkBoom
#StrayKidsComeback
#YouMakeStrayKidsStay https://t.co/RbWq7LyAZg",Mon Aug 12 09:01:23 +0000 2024,13,380,11053302,23,False,16929,70904,380,3938,,"아이엔의 #ChkChkBoom Challenge 🎯 w/ #TWICE #트와이스 #MOMO #모모 선배님!✨

🎱 https://t.co/2uKokH26ur

#StrayKids #스트레이키즈
#아이엔 #I_N
#ATE
#ChkChkBoom
#StrayKidsComeback
#YouMakeStrayKidsStay https://t.co/RbWq7LyAZg",,1699030,False
